,job_id,job_title,salary_usd,salary_currency,experience_level,employment_type,company_location,company_size,employee_residence,remote_ratio,required_skills,education_required,years_experience,industry,posting_date,application_deadline,job_description_length,benefits_score,company_name,remote_ratio_numeric,difference_application_post_dates
898,AI00899,Autonomous Systems Engineer,72245,USD,Mid-Level,Contract,Australia,Small,Australia,100,"Git, Scala, Computer Vision, Tableau, Java",Master,4,Automotive,2024-05-06,2024-06-09,1529,5.4,Cognitive Computing,Remote,34
899,AI00900,Machine Learning Researcher,206257,USD,Executive-level,Contract,United States,Small,United States,100,"GCP, Computer Vision, Git, Mathematics",Bachelor,16,Media,2025-01-30,2025-02-21,871,5.6,Cloud AI Solutions,Remote,22
900,AI00901,Data Analyst,77410,USD,Senior-Level ,Freelance,India,Medium,Austria,0,"AWS, SQL, MLOps, Tableau",Associate,9,Finance,2024-07-06,2024-09-12,1919,8.8,AI Innovations,On-site,68
901,AI00902,Data Analyst,145271,EUR,Executive-level,Full-Time,Netherlands,Medium,Netherlands,100,"Git, R, Scala",Master,10,Finance,2025-02-28,2025-03-17,1494,6.6,TechCorp Inc,Remote,17
902,AI00903,Research Scientist,81756,USD,Mid-Level,Full-Time,Australia,Medium,Australia,0,"Mathematics, SQL, Java, Data Visualization",Associate,2,Healthcare,2024-02-14,2024-04-20,1721,7.0,Cognitive Computing,On-site,66
903,AI00904,Data Engineer,157394,USD,Senior-Level ,Part-Time,Denmark,Small,Denmark,0,"Git, Linux, PyTorch, Spark",Master,9,Transportation,2025-03-16,2025-04-01,907,6.9,Cognitive Computing,On-site,16
904,AI00905,Principal Data Scientist,50008,USD,Entry-Level,Part-Time,Austria,Small,Austria,0,"Statistics, GCP, AWS, SQL, Azure",Bachelor,0,Media,2024-02-25,2024-03-20,607,9.1,AI Innovations,On-site,24
905,AI00906,Deep Learning Engineer,133327,USD,Executive-level,Full-Time,Israel,Small,Israel,50,"Azure, AWS, NLP",Master,11,Retail,2025-01-04,2025-01-27,2337,7.3,Cognitive Computing,Hybrid,23
906,AI00907,Machine Learning Engineer,97247,EUR,Mid-Level,Contract,Germany,Medium,Finland,50,"AWS, Spark, MLOps, Kubernetes",Bachelor,3,Automotive,2024-09-14,2024-10-18,1560,6.9,Cognitive Computing,Hybrid,34
907,AI00908,NLP Engineer,81533,USD,Mid-Level,Part-Time,China,Large,United Kingdom,100,"Statistics, Git, Data Visualization, Deep Learning, Python",PhD,4,Technology,2024-01-30,2024-02-29,997,6.3,DeepTech Ventures,Remote,30
908,AI00909,AI Specialist,308823,USD,Executive-level,Freelance,Switzerland,Large,Denmark,100,"PyTorch, Spark, TensorFlow",PhD,19,Healthcare,2024-03-24,2024-04-13,1945,6.5,DeepTech Ventures,Remote,20
909,AI00910,AI Software Engineer,130424,EUR,Senior-Level ,Freelance,Germany,Large,Germany,0,"Deep Learning, R, Mathematics, Docker, Azure",Bachelor,7,Education,2025-03-02,2025-04-11,1325,5.7,DeepTech Ventures,On-site,40
910,AI00911,AI Research Scientist,35640,USD,Entry-Level,Full-Time,Finland,Small,Finland,0,"GCP, R, SQL, Data Visualization, Linux",Bachelor,1,Telecommunications,2025-04-13,2025-06-20,1830,8.1,Quantum Computing Inc,On-site,68
911,AI00912,Machine Learning Researcher,249324,GBP,Executive-level,Part-Time,United Kingdom,Large,United Kingdom,100,"PyTorch, Linux, GCP, Hadoop, Computer Vision",Bachelor,19,Automotive,2024-04-23,2024-06-24,1795,9.1,DeepTech Ventures,Remote,62
912,AI00913,Computer Vision Engineer,60462,GBP,Entry-Level,Contract,United Kingdom,Small,United Kingdom,50,"PyTorch, Kubernetes, Docker, Spark",Bachelor,0,Retail,2024-01-22,2024-03-08,570,8.1,Smart Analytics,Hybrid,46
913,AI00914,Head of AI,73640,USD,Mid-Level,Contract,India,Medium,Austria,0,"NLP, Scala, Statistics, AWS",Master,4,Media,2024-08-23,2024-10-31,1909,7.8,DeepTech Ventures,On-site,69
914,AI00915,Head of AI,165792,USD,Executive-level,Full-Time,Sweden,Medium,Sweden,100,"Java, Data Visualization, AWS",Master,17,Healthcare,2024-07-17,2024-09-22,1165,8.8,Cloud AI Solutions,Remote,67
915,AI00916,Data Analyst,85604,USD,Senior-Level ,Full-Time,Austria,Small,United Kingdom,50,"Statistics, Scala, Hadoop",Master,8,Telecommunications,2024-11-08,2025-01-10,536,7.3,Quantum Computing Inc,Hybrid,63
916,AI00917,Data Scientist,221853,USD,Senior-Level ,Full-Time,Switzerland,Large,Switzerland,0,"Kubernetes, R, TensorFlow, Python",PhD,6,Energy,2024-07-01,2024-08-29,1796,7.5,DeepTech Ventures,On-site,59
917,AI00918,Data Scientist,49643,USD,Entry-Level,Contract,South Korea,Large,South Korea,0,"Data Visualization, Statistics, Python, MLOps, Tableau",Associate,0,Manufacturing,2024-12-16,2025-02-26,2280,9.8,Algorithmic Solutions,On-site,72
918,AI00919,Data Analyst,349508,USD,Executive-level,Full-Time,Norway,Large,South Korea,0,"Java, SQL, R, Spark",PhD,10,Consulting,2024-03-06,2024-03-27,2055,6.0,Smart Analytics,On-site,21
919,AI00920,Head of AI,139175,EUR,Senior-Level ,Full-Time,Germany,Medium,Germany,100,"SQL, Linux, Scala, GCP, Kubernetes",Associate,8,Technology,2024-02-25,2024-03-17,2298,7.5,Digital Transformation LLC,Remote,21
920,AI00921,AI Architect,95775,USD,Executive-level,Contract,Finland,Small,Finland,50,"AWS, Linux, Tableau, Azure, Kubernetes",Bachelor,19,Transportation,2024-11-20,2025-01-13,1857,5.3,DataVision Ltd,Hybrid,54
921,AI00922,Principal Data Scientist,204850,USD,Senior-Level ,Full-Time,Norway,Large,Norway,0,"MLOps, Java, Python, GCP, NLP",Bachelor,5,Finance,2025-03-11,2025-05-19,2398,9.8,DeepTech Ventures,On-site,69
922,AI00923,NLP Engineer,48201,USD,Entry-Level,Contract,Finland,Large,Australia,100,"Linux, Data Visualization, PyTorch, Deep Learning",Associate,1,Technology,2024-09-21,2024-11-04,2438,5.8,Digital Transformation LLC,Remote,44
923,AI00924,Robotics Engineer,152753,USD,Mid-Level,Part-Time,Switzerland,Medium,South Korea,50,"Azure, Data Visualization, Java, AWS",Master,4,Transportation,2024-12-21,2025-02-21,614,9.0,Algorithmic Solutions,Hybrid,62
924,AI00925,AI Product Manager,128912,USD,Executive-level,Full-Time,China,Medium,China,100,"Hadoop, SQL, PyTorch",Master,18,Government,2025-03-31,2025-05-07,2202,8.3,Algorithmic Solutions,Remote,37
925,AI00926,AI Specialist,324061,USD,Executive-level,Full-Time,Denmark,Large,Canada,100,"Tableau, Data Visualization, Linux, Docker",Master,12,Media,2024-05-14,2024-07-13,1213,5.2,TechCorp Inc,Remote,60
926,AI00927,Principal Data Scientist,264209,USD,Executive-level,Full-Time,Australia,Large,Australia,100,"Linux, Kubernetes, R",Bachelor,19,Government,2024-07-08,2024-09-14,619,5.8,Cloud AI Solutions,Remote,68
927,AI00928,AI Architect,193480,GBP,Executive-level,Part-Time,United Kingdom,Small,United Kingdom,100,"Python, Git, Linux, NLP",Master,14,Technology,2024-10-15,2024-11-08,519,8.0,Cloud AI Solutions,Remote,24
928,AI00929,AI Consultant,278777,USD,Executive-level,Freelance,Sweden,Large,Sweden,50,"GCP, NLP, MLOps",PhD,17,Government,2024-09-05,2024-10-18,1697,9.7,Smart Analytics,Hybrid,43
929,AI00930,Computer Vision Engineer,64705,USD,Entry-Level,Freelance,India,Large,India,100,"Spark, Mathematics, PyTorch, NLP, Java",Bachelor,0,Technology,2025-04-29,2025-05-14,707,8.8,Quantum Computing Inc,Remote,15
930,AI00931,Data Analyst,54926,USD,Entry-Level,Full-Time,Israel,Medium,Israel,50,"SQL, Computer Vision, Tableau, TensorFlow, Deep Learning",PhD,1,Retail,2024-01-12,2024-01-26,699,5.2,Cloud AI Solutions,Hybrid,14
931,AI00932,AI Architect,84494,GBP,Entry-Level,Part-Time,United Kingdom,Large,India,50,"Hadoop, AWS, Git, Scala, PyTorch",Associate,1,Government,2024-11-30,2024-12-23,2352,7.4,Advanced Robotics,Hybrid,23
932,AI00933,Machine Learning Researcher,171218,EUR,Executive-level,Part-Time,France,Small,France,100,"GCP, Java, Linux",Master,16,Gaming,2025-02-21,2025-04-14,2387,8.3,Machine Intelligence Group,Remote,52
933,AI00934,AI Software Engineer,124370,EUR,Senior-Level ,Part-Time,Netherlands,Small,Netherlands,50,"Java, Mathematics, Tableau",PhD,6,Automotive,2024-09-19,2024-11-14,2211,9.1,Smart Analytics,Hybrid,56
934,AI00935,Data Analyst,162562,USD,Executive-level,Freelance,Australia,Large,Australia,100,"Git, Python, Linux",Master,15,Manufacturing,2024-06-13,2024-07-08,655,6.8,DataVision Ltd,Remote,25
935,AI00936,AI Software Engineer,59904,GBP,Entry-Level,Contract,United Kingdom,Medium,China,100,"TensorFlow, Python, Deep Learning, PyTorch, Hadoop",PhD,0,Finance,2024-01-11,2024-02-27,1149,7.3,Algorithmic Solutions,Remote,47
936,AI00937,Principal Data Scientist,192545,USD,Executive-level,Freelance,Ireland,Large,France,100,"MLOps, Linux, Hadoop, PyTorch, Computer Vision",Master,10,Education,2024-07-07,2024-09-01,2410,9.1,Future Systems,Remote,56
937,AI00938,Data Engineer,194442,USD,Executive-level,Part-Time,Singapore,Small,Singapore,100,"NLP, MLOps, PyTorch",Master,14,Consulting,2025-01-25,2025-04-08,2366,5.2,Predictive Systems,Remote,73
938,AI00939,ML Ops Engineer,77274,USD,Entry-Level,Full-Time,United States,Small,United States,50,"Statistics, PyTorch, Java, Python, Kubernetes",Bachelor,0,Media,2024-07-02,2024-07-27,1806,8.9,Cognitive Computing,Hybrid,25
939,AI00940,Head of AI,85110,USD,Mid-Level,Freelance,Ireland,Large,Ireland,0,"Docker, Linux, Deep Learning",Master,2,Healthcare,2024-09-20,2024-10-22,538,5.3,DataVision Ltd,On-site,32
940,AI00941,AI Software Engineer,71765,USD,Mid-Level,Full-Time,China,Large,China,50,"Tableau, Java, Linux, Python, Azure",Bachelor,3,Transportation,2024-01-19,2024-03-24,1395,8.5,Smart Analytics,Hybrid,65
941,AI00942,AI Software Engineer,86066,USD,Mid-Level,Full-Time,Canada,Small,Canada,50,"TensorFlow, Spark, Computer Vision",Bachelor,3,Telecommunications,2024-04-06,2024-06-07,2401,5.5,Predictive Systems,Hybrid,62
942,AI00943,Autonomous Systems Engineer,39252,USD,Entry-Level,Freelance,China,Small,China,50,"Hadoop, Linux, PyTorch",Master,0,Manufacturing,2025-03-28,2025-05-15,1949,8.8,Quantum Computing Inc,Hybrid,48
943,AI00944,Machine Learning Researcher,66124,USD,Entry-Level,Contract,Sweden,Small,Sweden,0,"Hadoop, Git, Kubernetes, Python",PhD,0,Transportation,2024-03-14,2024-05-11,661,7.7,Digital Transformation LLC,On-site,58
944,AI00945,Data Scientist,215545,EUR,Executive-level,Full-Time,Germany,Large,Germany,50,"Python, TensorFlow, AWS, Deep Learning",Bachelor,16,Retail,2024-10-17,2024-12-16,1032,5.4,Neural Networks Co,Hybrid,60
945,AI00946,Data Engineer,57458,USD,Mid-Level,Contract,Israel,Small,Denmark,50,"MLOps, NLP, Java, Docker",Associate,4,Finance,2024-06-10,2024-07-18,2200,8.1,Smart Analytics,Hybrid,38
946,AI00947,Computer Vision Engineer,178695,USD,Executive-level,Full-Time,Finland,Medium,Finland,0,"Hadoop, AWS, Spark",Master,10,Finance,2024-12-01,2024-12-22,1065,9.3,Machine Intelligence Group,On-site,21
947,AI00948,Robotics Engineer,91260,USD,Executive-level,Full-Time,China,Small,China,50,"Python, TensorFlow, Statistics",Bachelor,17,Telecommunications,2025-03-01,2025-05-09,506,9.1,Smart Analytics,Hybrid,69
948,AI00949,Computer Vision Engineer,96741,USD,Senior-Level ,Full-Time,Japan,Small,Finland,0,"GCP, Scala, Statistics",Associate,5,Healthcare,2024-07-11,2024-08-16,2438,9.7,DataVision Ltd,On-site,36
949,AI00950,Autonomous Systems Engineer,36197,USD,Entry-Level,Contract,China,Medium,China,50,"SQL, Mathematics, Kubernetes, Python",Bachelor,1,Consulting,2024-06-15,2024-08-14,711,9.0,TechCorp Inc,Hybrid,60
950,AI00951,AI Architect,72300,USD,Senior-Level ,Contract,India,Medium,India,0,"Python, MLOps, SQL, Hadoop, GCP",Master,8,Technology,2024-11-10,2024-12-25,1910,7.3,TechCorp Inc,On-site,45
951,AI00952,Data Scientist,157364,USD,Senior-Level ,Full-Time,Singapore,Medium,Singapore,50,"Azure, Hadoop, Deep Learning, Scala",Master,5,Telecommunications,2024-12-16,2025-01-25,1082,6.8,Algorithmic Solutions,Hybrid,40
952,AI00953,Data Engineer,65948,USD,Mid-Level,Part-Time,India,Large,India,0,"Spark, Deep Learning, Computer Vision, TensorFlow, Python",Associate,4,Technology,2024-10-21,2024-11-23,1835,5.5,Quantum Computing Inc,On-site,33
953,AI00954,AI Consultant,63655,USD,Mid-Level,Freelance,India,Large,India,100,"MLOps, Mathematics, TensorFlow",Associate,2,Telecommunications,2024-12-11,2024-12-28,1486,9.7,DeepTech Ventures,Remote,17
954,AI00955,AI Specialist,114900,USD,Executive-level,Contract,Ireland,Small,Ireland,50,"Deep Learning, Python, Hadoop, MLOps",PhD,15,Manufacturing,2024-01-31,2024-02-17,1810,8.3,Future Systems,Hybrid,17
955,AI00956,NLP Engineer,49496,USD,Entry-Level,Contract,Israel,Small,Israel,100,"Mathematics, SQL, Azure",Associate,1,Real Estate,2025-04-05,2025-04-30,894,5.8,Quantum Computing Inc,Remote,25
956,AI00957,Deep Learning Engineer,58108,USD,Mid-Level,Contract,India,Small,India,0,"Kubernetes, GCP, Linux",Master,2,Media,2025-03-21,2025-05-30,2419,6.6,AI Innovations,On-site,70
957,AI00958,AI Software Engineer,90557,EUR,Mid-Level,Freelance,Netherlands,Small,Netherlands,100,"SQL, Mathematics, MLOps",Associate,3,Media,2024-06-01,2024-07-27,1436,8.5,Future Systems,Remote,56
958,AI00959,Data Analyst,52763,EUR,Entry-Level,Freelance,France,Medium,France,100,"Git, PyTorch, Computer Vision",PhD,0,Healthcare,2025-01-23,2025-04-04,1223,5.3,Cloud AI Solutions,Remote,71
959,AI00960,Machine Learning Engineer,65941,GBP,Entry-Level,Full-Time,United Kingdom,Medium,Denmark,50,"Java, TensorFlow, Mathematics, Scala",PhD,1,Government,2024-05-25,2024-07-08,1892,7.4,TechCorp Inc,Hybrid,44
960,AI00961,NLP Engineer,66981,USD,Mid-Level,Part-Time,Canada,Small,Canada,100,"Python, Linux, Azure, Computer Vision, Deep Learning",PhD,2,Manufacturing,2025-01-15,2025-03-05,1688,5.2,Predictive Systems,Remote,49
961,AI00962,AI Research Scientist,64687,USD,Entry-Level,Freelance,Singapore,Large,United Kingdom,50,"Statistics, TensorFlow, Data Visualization",Associate,0,Government,2025-02-05,2025-04-04,748,9.2,Smart Analytics,Hybrid,58
962,AI00963,AI Software Engineer,65456,USD,Senior-Level ,Freelance,Ireland,Small,Ireland,0,"Linux, Azure, Scala, Statistics",Master,7,Retail,2024-09-24,2024-12-03,2464,7.6,AI Innovations,On-site,70
963,AI00964,AI Architect,46549,USD,Mid-Level,Part-Time,Japan,Small,Japan,100,"MLOps, GCP, PyTorch, Linux, Hadoop",Master,4,Automotive,2025-01-21,2025-02-25,1980,9.0,Advanced Robotics,Remote,35
964,AI00965,Autonomous Systems Engineer,50052,USD,Entry-Level,Full-Time,China,Medium,China,50,"R, Data Visualization, PyTorch, AWS",PhD,0,Media,2024-01-19,2024-03-12,1217,6.5,Future Systems,Hybrid,53
965,AI00966,Robotics Engineer,155456,GBP,Senior-Level ,Contract,United Kingdom,Large,Ireland,0,"Mathematics, R, Hadoop, MLOps, Deep Learning",Bachelor,7,Consulting,2024-11-09,2024-12-29,2179,9.4,Quantum Computing Inc,On-site,50
966,AI00967,Data Analyst,64577,USD,Entry-Level,Part-Time,Canada,Large,Germany,100,"Git, Python, Mathematics",Master,0,Automotive,2024-05-01,2024-07-09,886,5.8,DeepTech Ventures,Remote,69
967,AI00968,AI Architect,140234,USD,Senior-Level ,Contract,United States,Large,Denmark,0,"Tableau, Java, Computer Vision",Associate,6,Government,2024-05-25,2024-06-12,938,6.2,Future Systems,On-site,18
968,AI00969,Machine Learning Researcher,60171,USD,Entry-Level,Part-Time,Canada,Medium,Canada,0,"Mathematics, Deep Learning, NLP",PhD,0,Consulting,2025-02-15,2025-03-16,1653,5.0,Cloud AI Solutions,On-site,29
969,AI00970,Principal Data Scientist,267363,USD,Executive-level,Contract,Norway,Medium,Norway,0,"GCP, Hadoop, R",PhD,10,Retail,2024-12-17,2025-02-22,1202,9.9,DeepTech Ventures,On-site,67
970,AI00971,AI Research Scientist,206831,USD,Executive-level,Part-Time,United States,Medium,United States,100,"Hadoop, PyTorch, AWS",Associate,10,Government,2024-01-05,2024-03-17,1833,5.3,Algorithmic Solutions,Remote,72
971,AI00972,Research Scientist,260674,USD,Executive-level,Contract,Norway,Medium,Norway,100,"Deep Learning, NLP, R, SQL, AWS",Master,14,Energy,2024-05-12,2024-06-20,815,7.8,Digital Transformation LLC,Remote,39
972,AI00973,NLP Engineer,53593,USD,Entry-Level,Part-Time,Australia,Medium,Australia,0,"Git, PyTorch, GCP",PhD,1,Government,2024-12-11,2025-01-05,1410,8.5,DeepTech Ventures,On-site,25
973,AI00974,Data Scientist,161560,USD,Executive-level,Freelance,Israel,Medium,Israel,50,"Docker, Azure, Tableau, Hadoop",Bachelor,11,Manufacturing,2024-06-29,2024-08-08,1669,5.1,Machine Intelligence Group,Hybrid,40
974,AI00975,NLP Engineer,112489,USD,Senior-Level ,Freelance,Finland,Large,Finland,0,"Python, Hadoop, GCP",PhD,9,Media,2024-08-13,2024-08-30,998,7.5,Algorithmic Solutions,On-site,17
975,AI00976,AI Architect,211117,USD,Executive-level,Full-Time,Denmark,Small,Denmark,0,"Kubernetes, Git, Linux, Deep Learning, GCP",Bachelor,12,Media,2024-11-24,2025-02-05,649,7.5,DataVision Ltd,On-site,73
976,AI00977,Data Engineer,167739,USD,Senior-Level ,Part-Time,Singapore,Large,Singapore,0,"TensorFlow, MLOps, Tableau, Computer Vision, Java",Associate,6,Telecommunications,2024-10-16,2024-12-15,843,6.4,DeepTech Ventures,On-site,60
977,AI00978,AI Specialist,122140,EUR,Senior-Level ,Freelance,France,Medium,France,0,"Tableau, NLP, Hadoop, R, Computer Vision",Master,8,Education,2025-01-14,2025-01-31,882,7.9,TechCorp Inc,On-site,17
978,AI00979,AI Product Manager,156933,USD,Executive-level,Part-Time,Finland,Medium,United Kingdom,100,"SQL, Tableau, PyTorch, Computer Vision, AWS",Master,19,Gaming,2024-10-06,2024-10-22,986,6.5,AI Innovations,Remote,16
979,AI00980,AI Software Engineer,68680,EUR,Entry-Level,Full-Time,Netherlands,Small,Netherlands,50,"Git, Tableau, Python, MLOps",Associate,0,Finance,2024-09-12,2024-11-15,1237,9.1,TechCorp Inc,Hybrid,64
980,AI00981,AI Research Scientist,64003,USD,Mid-Level,Contract,Ireland,Small,Austria,50,"Java, Python, Hadoop",PhD,4,Telecommunications,2024-01-24,2024-03-05,751,9.2,Cloud AI Solutions,Hybrid,41
981,AI00982,AI Software Engineer,144276,EUR,Senior-Level ,Full-Time,Germany,Large,Germany,0,"Computer Vision, Spark, NLP, Kubernetes",Associate,6,Gaming,2024-05-15,2024-06-02,1323,5.1,Predictive Systems,On-site,18
982,AI00983,NLP Engineer,91065,USD,Mid-Level,Part-Time,Singapore,Medium,Singapore,100,"Kubernetes, NLP, Data Visualization, R, Hadoop",PhD,3,Telecommunications,2024-12-17,2025-02-02,1707,6.9,TechCorp Inc,Remote,47
983,AI00984,NLP Engineer,86793,USD,Senior-Level ,Full-Time,South Korea,Small,South Korea,50,"AWS, NLP, Git, Java",Bachelor,7,Government,2025-02-21,2025-04-12,2267,7.8,Advanced Robotics,Hybrid,50
984,AI00985,Autonomous Systems Engineer,81612,USD,Senior-Level ,Full-Time,Finland,Small,Finland,0,"Python, Hadoop, Spark, TensorFlow, Azure",Master,9,Transportation,2024-01-18,2024-02-10,1441,9.1,Smart Analytics,On-site,23
985,AI00986,Data Analyst,129423,EUR,Mid-Level,Contract,Netherlands,Large,Netherlands,50,"GCP, Scala, Kubernetes, Git",Master,4,Energy,2024-10-31,2024-11-25,995,5.1,DataVision Ltd,Hybrid,25
986,AI00987,Principal Data Scientist,114714,EUR,Senior-Level ,Full-Time,Netherlands,Small,Netherlands,100,"SQL, MLOps, Scala",Bachelor,7,Manufacturing,2024-02-14,2024-04-13,782,8.0,Digital Transformation LLC,Remote,59
987,AI00988,Autonomous Systems Engineer,175418,USD,Senior-Level ,Part-Time,Denmark,Small,Denmark,50,"GCP, Python, Mathematics, TensorFlow",Master,7,Technology,2024-06-17,2024-08-12,1419,9.0,DataVision Ltd,Hybrid,56
988,AI00989,Head of AI,203407,EUR,Executive-level,Part-Time,France,Large,United Kingdom,0,"GCP, AWS, SQL, Data Visualization, NLP",Master,10,Real Estate,2024-07-06,2024-08-27,1426,7.1,AI Innovations,On-site,52
989,AI00990,Deep Learning Engineer,63098,USD,Entry-Level,Part-Time,Canada,Medium,Switzerland,0,"Docker, NLP, Hadoop, Git",Master,0,Technology,2024-02-09,2024-03-07,1712,5.2,DeepTech Ventures,On-site,27
990,AI00991,Autonomous Systems Engineer,88118,USD,Mid-Level,Part-Time,Israel,Large,Israel,50,"R, MLOps, Azure, GCP, Linux",Bachelor,3,Media,2025-02-20,2025-04-03,524,9.3,Autonomous Tech,Hybrid,42
991,AI00992,Head of AI,50135,USD,Entry-Level,Contract,Ireland,Medium,Ireland,0,"TensorFlow, AWS, PyTorch, Scala",Associate,0,Healthcare,2024-12-23,2025-03-04,2428,5.2,Future Systems,On-site,71
992,AI00993,Head of AI,47671,USD,Entry-Level,Freelance,Ireland,Medium,Norway,100,"Python, Docker, TensorFlow",Bachelor,1,Technology,2024-09-27,2024-10-14,1162,9.2,Quantum Computing Inc,Remote,17
993,AI00994,Machine Learning Researcher,43632,USD,Entry-Level,Part-Time,Ireland,Small,Ireland,100,"Data Visualization, SQL, Docker, Git, Mathematics",Bachelor,0,Finance,2025-04-20,2025-06-03,1545,6.6,Machine Intelligence Group,Remote,44
994,AI00995,Computer Vision Engineer,243973,EUR,Executive-level,Part-Time,Netherlands,Large,Canada,0,"AWS, Statistics, SQL",Master,10,Real Estate,2024-05-28,2024-08-09,2210,8.5,Algorithmic Solutions,On-site,73
995,AI00996,Data Analyst,60598,EUR,Entry-Level,Freelance,Netherlands,Medium,Netherlands,50,"GCP, SQL, Computer Vision, Mathematics",Bachelor,1,Media,2025-01-18,2025-03-02,1633,7.2,Future Systems,Hybrid,43
996,AI00997,Head of AI,116364,USD,Mid-Level,Freelance,Switzerland,Small,Switzerland,0,"AWS, Mathematics, Java, Kubernetes",Bachelor,3,Healthcare,2024-02-15,2024-04-05,1138,5.6,Future Systems,On-site,50
997,AI00998,Autonomous Systems Engineer,172307,USD,Senior-Level ,Freelance,Singapore,Large,Singapore,100,"Python, AWS, TensorFlow, Statistics",PhD,5,Transportation,2024-07-02,2024-07-22,1073,6.5,Predictive Systems,Remote,20
998,AI00999,Computer Vision Engineer,102396,USD,Entry-Level,Full-Time,Norway,Large,Norway,50,"AWS, R, PyTorch, TensorFlow, Deep Learning",Associate,0,Healthcare,2024-12-13,2025-01-05,581,7.3,Predictive Systems,Hybrid,23
999,AI01000,NLP Engineer,87052,USD,Senior-Level ,Freelance,Israel,Large,Netherlands,100,"Hadoop, Azure, NLP",Master,9,Telecommunications,2024-02-10,2024-03-13,2358,9.8,Algorithmic Solutions,Remote,32
1000,AI01001,Autonomous Systems Engineer,107176,EUR,Senior-Level ,Part-Time,France,Medium,France,100,"PyTorch, Kubernetes, Docker, Scala, SQL",Master,5,Transportation,2025-04-21,2025-05-28,1242,6.8,DataVision Ltd,Remote,37
1001,AI01002,Robotics Engineer,141302,USD,Senior-Level ,Part-Time,Australia,Medium,Australia,50,"Git, Tableau, Data Visualization, Linux",PhD,8,Gaming,2024-08-04,2024-10-06,2273,5.4,Cognitive Computing,Hybrid,63
1002,AI01003,Robotics Engineer,48616,USD,Entry-Level,Freelance,Finland,Medium,Finland,50,"Hadoop, Spark, PyTorch",Master,0,Manufacturing,2024-07-25,2024-09-19,2487,9.4,Algorithmic Solutions,Hybrid,56
1003,AI01004,Robotics Engineer,108338,USD,Senior-Level ,Freelance,Japan,Large,Japan,100,"Java, Git, Statistics, Mathematics, Hadoop",Master,7,Manufacturing,2024-03-12,2024-04-04,2154,8.9,AI Innovations,Remote,23
1004,AI01005,AI Specialist,68130,USD,Entry-Level,Part-Time,Canada,Small,Canada,0,"Git, Python, AWS",Bachelor,1,Consulting,2024-09-03,2024-11-02,1586,8.0,TechCorp Inc,On-site,60
1005,AI01006,AI Specialist,135359,USD,Mid-Level,Freelance,Denmark,Medium,Denmark,50,"Data Visualization, SQL, Azure, AWS, Python",Bachelor,3,Technology,2024-11-11,2024-12-25,1238,9.3,Quantum Computing Inc,Hybrid,44
1006,AI01007,Principal Data Scientist,85303,USD,Mid-Level,Part-Time,United States,Small,United States,100,"SQL, R, Azure, Hadoop, Kubernetes",Associate,3,Media,2024-11-10,2024-12-21,527,5.4,Algorithmic Solutions,Remote,41
1007,AI01008,Autonomous Systems Engineer,51029,USD,Mid-Level,Full-Time,Finland,Medium,Finland,50,"Scala, Git, Mathematics",PhD,2,Media,2024-02-08,2024-03-01,1579,6.7,Autonomous Tech,Hybrid,22
1008,AI01009,AI Research Scientist,197389,USD,Executive-level,Freelance,Norway,Medium,Norway,0,"GCP, Kubernetes, Spark",Master,16,Technology,2025-02-14,2025-03-14,758,5.7,Advanced Robotics,On-site,28
1009,AI01010,AI Software Engineer,161971,USD,Executive-level,Contract,Canada,Medium,Canada,50,"Hadoop, R, PyTorch, Linux",Master,12,Gaming,2025-01-04,2025-02-28,2048,9.7,Predictive Systems,Hybrid,55
1010,AI01011,AI Consultant,117643,USD,Executive-level,Freelance,Canada,Small,Canada,100,"Hadoop, Git, Docker, Python",Associate,12,Energy,2024-10-17,2024-11-30,2045,10.0,Predictive Systems,Remote,44
1011,AI01012,AI Specialist,171484,USD,Senior-Level ,Part-Time,Denmark,Medium,Denmark,0,"Computer Vision, PyTorch, TensorFlow, Azure",Associate,7,Finance,2024-05-21,2024-07-07,1184,6.9,DataVision Ltd,On-site,47
1012,AI01013,Head of AI,55087,USD,Mid-Level,Freelance,Austria,Medium,Netherlands,50,"R, Git, GCP, Statistics, NLP",Bachelor,2,Government,2024-06-04,2024-07-02,1122,5.1,Machine Intelligence Group,Hybrid,28
1013,AI01014,AI Research Scientist,62406,USD,Entry-Level,Freelance,Canada,Large,Canada,50,"MLOps, Deep Learning, PyTorch, AWS, Hadoop",Master,0,Technology,2025-01-19,2025-02-23,1778,7.0,Cloud AI Solutions,Hybrid,35
1014,AI01015,Research Scientist,88746,USD,Mid-Level,Freelance,India,Large,Norway,50,"PyTorch, Scala, SQL, Git",Associate,3,Transportation,2024-12-04,2025-02-02,1232,9.4,Cognitive Computing,Hybrid,60
1015,AI01016,Research Scientist,132548,USD,Senior-Level ,Contract,Denmark,Small,Australia,50,"Git, Data Visualization, Java, Kubernetes, Hadoop",Master,8,Transportation,2024-11-02,2024-11-16,2400,6.1,AI Innovations,Hybrid,14
1016,AI01017,AI Product Manager,80300,USD,Entry-Level,Part-Time,Singapore,Medium,Austria,0,"Tableau, Azure, Scala, Spark",Associate,1,Telecommunications,2024-03-01,2024-05-02,1139,7.7,DeepTech Ventures,On-site,62
1017,AI01018,Deep Learning Engineer,109131,USD,Senior-Level ,Full-Time,South Korea,Large,France,50,"Java, Spark, Computer Vision, NLP",Master,9,Healthcare,2025-01-12,2025-03-25,572,5.2,Future Systems,Hybrid,72
